Place_ID,Place_Name,City,Province,Category,Latitude,Longitude,Terrain_Type,Time_Needed (H),Rating,real_distance
14,Mihiripenna Beach,Mihiripenna,Southern,Beach,6.0,80.266,Paved,3.0,4.5,160.7864
15,Thalpe Beach,Thalpe,Southern,Beach,5.992,80.293,Paved,3.0,4.5,163.92329999999998
16,Koggala Beach,Koggala,Southern,Beach,5.99,80.322,Paved,3.0,4.6,167.15220000000002
17,Koggala Lake,Koggala,Southern,Nature,5.994,80.345,Off-Road,2.5,4.6,169.8284
18,Martin Wickramasinghe Folk Museum,Koggala,Southern,Museum,5.993,80.319,Paved,1.5,4.6,166.82770000000002
19,Habaraduwa Sea Turtle Hatchery,Habaraduwa,Southern,Nature,6.0,80.322,Paved,1.5,4.6,167.3963
20,Handunugoda Tea Estate (Virgin White Tea),Ahangama,Southern,Museum,5.966,80.356,Hilly,2.0,4.7,171.6732
21,Ahangama Beach,Ahangama,Southern,Beach,5.973,80.385,Paved,3.0,4.5,175.4214
22,Midigama Beach,Midigama,Southern,Beach,5.956,80.406,Paved,3.0,4.5,178.152
23,Kathaluwa Old Temple,Kathaluwa,Southern,Religious,5.987,80.342,Paved,1.5,4.5,170.5541
24,Hikkaduwa Beach,Hikkaduwa,Southern,Beach,6.14,80.1,Paved,3.0,4.6,148.4437
25,Hikkaduwa Coral Sanctuary,Hikkaduwa,Southern,Nature,6.139,80.103,Off-Road,2.0,4.6,148.10420000000002
26,Hikkaduwa National Park,Hikkaduwa,Southern,Nature,6.139,80.102,Off-Road,3.0,4.6,148.3272
27,Seenigama Devalaya,Seenigama,Southern,Religious,6.152,80.1,Paved,1.0,4.5,149.8284
28,Dodanduwa Lake,Dodanduwa,Southern,Nature,6.1,80.082,Off-Road,2.0,4.4,148.8912
29,Kosgoda Turtle Conservation Project,Kosgoda,Southern,Nature,6.35,80.03,Paved,2.0,4.6,124.541
30,Madu River Safari,Balapitiya,Southern,Adventure,6.345,80.034,Off-Road,3.0,4.6,124.7607
31,Maduganga Islands Birding,Balapitiya,Southern,Birding,6.34,80.04,Off-Road,2.5,4.5,125.9442
32,Dewata Surf Point,Dewata,Southern,Adventure,6.016,80.236,Paved,2.5,4.5,158.50039999999998
33,Rumassala Sanjeewani Hill Viewpoint,Rumassala,Southern,Viewpoint,6.009,80.246,Hilly,1.5,4.6,158.9394
34,Pitiwella Beach,Pitiwella,Southern,Beach,6.074,80.191,Paved,2.5,4.4,153.30020000000002
35,Boossa Beach,Boossa,Southern,Beach,6.071,80.187,Paved,2.5,4.4,153.4906
36,Rathgama Lake,Rathgama,Southern,Nature,6.088,80.172,Off-Road,2.0,4.4,148.657
37,Matara Fort,Matara,Southern,History,5.948,80.546,Paved,1.5,4.6,190.03979999999999
38,Star Fort,Matara,Southern,History,5.949,80.548,Paved,1.5,4.6,189.97729999999999
39,Parevi Duwa Temple,Matara,Southern,Religious,5.939,80.551,Paved,1.0,4.6,190.81220000000002
40,Matara Beach,Matara,Southern,Beach,5.942,80.552,Paved,3.0,4.5,190.89829999999998
41,Polhena Beach,Polhena,Southern,Beach,5.936,80.521,Paved,3.0,4.6,191.18810000000002
42,Madiha Beach,Madiha,Southern,Beach,5.93,80.508,Paved,3.0,4.5,190.7969
43,Mirissa Beach,Mirissa,Southern,Beach,5.943,80.457,Paved,3.0,4.7,183.1527
44,Mirissa Whale Watching,Mirissa,Southern,Adventure,5.943,80.457,Off-Road,4.0,4.8,183.1527
45,Coconut Tree Hill,Mirissa,Southern,Viewpoint,5.935,80.451,Hilly,1.5,4.7,183.3026
46,Secret Beach Mirissa,Mirissa,Southern,Beach,5.94,80.443,Paved,2.5,4.6,183.5929
47,Weligama Bay Beach,Weligama,Southern,Beach,5.972,80.429,Paved,3.0,4.6,178.1081
48,Taprobane Island Viewpoint,Weligama,Southern,Viewpoint,5.974,80.423,Paved,1.0,4.5,178.2085
49,Kushtarajagala Statue,Weligama,Southern,History,5.977,80.429,Paved,1.0,4.5,177.3174
50,Weherahena Poorwarama Temple,Matara,Southern,Religious,5.943,80.579,Paved,2.0,4.6,194.3569
51,Dondra Head Lighthouse,Devinuwara,Southern,History,5.918,80.589,Paved,1.5,4.7,197.13479999999998
52,Devinuwara Vishnu Devalaya,Devinuwara,Southern,Religious,5.919,80.588,Paved,1.5,4.6,197.048
53,Dondra Beach,Devinuwara,Southern,Beach,5.915,80.592,Paved,3.0,4.5,197.1389
54,Talalla Beach,Talalla,Southern,Beach,5.939,80.617,Paved,3.0,4.6,204.3039
55,Nilwella Beach,Nilwella,Southern,Beach,5.95,80.691,Paved,3.0,4.5,211.4247
56,Hummanaya Blowhole,Kudawella,Southern,Nature,5.951,80.7,Off-Road,1.5,4.7,213.5503
57,Hiriketiya Beach,Dikwella,Southern,Beach,5.939,80.714,Paved,3.0,4.7,215.4616
58,Dikwella Beach,Dikwella,Southern,Beach,5.938,80.706,Paved,3.0,4.6,214.0172
59,Kirala Kelle Wetland,Matara,Southern,Nature,5.965,80.522,Off-Road,2.0,4.4,186.0368
60,Gandara Bay Beach,Gandara,Southern,Beach,5.904,80.609,Paved,2.5,4.4,197.2994
61,Thalaramba Beach,Thalaramba,Southern,Beach,5.94,80.469,Paved,2.5,4.5,184.2753
62,Kottegoda Beach,Kottegoda,Southern,Beach,5.912,80.649,Paved,2.5,4.4,204.61329999999998
63,Tangalle Beach,Tangalle,Southern,Beach,6.022,80.793,Paved,3.0,4.6,218.2545
64,Medaketiya Beach,Tangalle,Southern,Beach,6.018,80.798,Paved,3.0,4.5,218.65820000000002
65,Goyambokka Beach,Tangalle,Southern,Beach,6.027,80.773,Paved,3.0,4.6,216.1217
66,Silent Beach,Tangalle,Southern,Beach,6.037,80.781,Paved,3.0,4.6,215.4761
67,Rekawa Turtle Beach,Rekawa,Southern,Nature,6.042,80.87,Off-Road,3.0,4.7,233.4596
68,Kalametiya Bird Sanctuary,Kalametiya,Southern,Birding,6.075,80.938,Off-Road,3.0,4.6,236.48129999999998
69,Ridiyagama Safari Park,Ridiyagama,Southern,Safari,6.193,80.925,Off-Road,4.0,4.5,236.80720000000002
70,Dry Zone Botanic Gardens (Mirijjawila),Hambantota,Southern,Nature,6.126,81.103,Paved,2.5,4.6,273.6927
71,Hambantota Birds Park & Safari,Hambantota,Southern,Birding,6.125,81.129,Paved,3.0,4.4,275.5467
72,Bundala National Park,Bundala,Southern,Safari,6.204,81.18,Off-Road,6.0,4.7,281.2437
73,Tissamaharama Raja Maha Vihara,Tissamaharama,Southern,Religious,6.285,81.283,Paved,1.5,4.6,284.0685
74,Yatala Vehera,Tissamaharama,Southern,History,6.283,81.284,Paved,1.5,4.6,284.2067
75,Tissa Wewa Lake,Tissamaharama,Southern,Relax,6.286,81.295,Paved,2.0,4.5,285.4508
76,Debarawewa Lake,Debarawewa,Southern,Nature,6.275,81.288,Off-Road,2.0,4.4,285.1997
77,Weerawila Lake,Weerawila,Southern,Nature,6.253,81.152,Off-Road,2.0,4.4,269.8433
78,Kirinda Beach & Vihara,Kirinda,Southern,Beach,6.373,81.33,Paved,2.5,4.5,296.5531
79,Lunugamvehera National Park,Lunugamvehera,Southern,Safari,6.513,81.075,Off-Road,6.0,4.6,294.7281
80,Yala National Park (Palatupana Gate),Palatupana,Southern,Safari,6.4,81.52,Off-Road,6.0,4.8,321.194
81,Sithulpawwa Rajamaha Viharaya,Yala,Southern,Religious,6.406,81.215,Off-Road,2.5,4.7,288.5324
82,Walawe River Safari,Ambalantota,Southern,Adventure,6.16,80.923,Off-Road,3.0,4.5,234.98829999999998
83,Ussangoda National Park,Ambalantota,Southern,Nature,6.114,80.905,Off-Road,2.5,4.6,232.5126
84,Hambantota Sand Dunes,Hambantota,Southern,Nature,6.132,81.112,Off-Road,2.0,4.4,272.1947
85,Mahapelessa (Madunagala) Hot Springs,Sooriyawewa,Southern,Nature,6.278,80.934,Off-Road,1.5,4.5,251.38389999999998
86,Tangalle Lagoon,Tangalle,Southern,Nature,6.027,80.79,Off-Road,2.0,4.4,217.2622
87,Magampura Port Viewpoint,Hambantota,Southern,Architecture,6.119,81.121,Paved,1.0,4.3,275.79290000000003
88,Bundala Embilikala Lagoon,Bundala,Southern,Birding,6.205,81.16,Off-Road,2.5,4.6,281.6632
89,Palatupana Beach,Palatupana,Southern,Beach,6.39,81.534,Paved,2.5,4.4,321.7971
90,Tissamaharama Archaeological Museum,Tissamaharama,Southern,Museum,6.285,81.282,Paved,1.5,4.5,283.9473
1,Nine Arches Bridge,Ella,Uva,Adventure,6.8768,81.0608,Hilly,1.5,4.8,236.1411
2,Ella Rock,Ella,Uva,Hiking,6.8561,81.045,Hilly,5.0,4.7,230.7971
3,Little Adam's Peak,Ella,Uva,Hiking,6.862,81.048,Hilly,3.0,4.8,235.954
4,Ravana Falls,Ella,Uva,Nature,6.818,81.061,Paved,1.5,4.7,235.337
5,Ravana Cave,Ella,Uva,History,6.816,81.056,Hilly,1.5,4.5,235.337
6,Demodara Railway Loop & Station,Demodara,Uva,History,6.881,81.054,Paved,1.5,4.7,234.8972
7,Kithal Ella Falls,Kithal Ella,Uva,Nature,6.854,81.063,Hilly,1.5,4.5,237.8716
8,Dowa Rajamaha Viharaya,Bandarawela,Uva,Religious,6.85,80.99,Paved,1.5,4.6,225.32389999999998
9,Dunhinda Falls,Badulla,Uva,Hiking,7.045,81.063,Hilly,2.5,4.7,220.4158
10,Bogoda Wooden Bridge,Kataragama? (Bogoda),Uva,History,7.023,81.032,Off-Road,1.5,4.6,230.8653
11,Namunukula Mountain Range,Passara,Uva,Hiking,7.04,81.098,Hilly,5.0,4.7,267.6336
12,Fox Hill Viewpoint,Diyatalawa,Uva,Viewpoint,6.797,80.959,Paved,1.5,4.5,217.2268
13,Idalgashinna Station & Ridge Walk,Idalgashinna,Uva,Hiking,6.773,80.92,Hilly,2.5,4.6,217.9364
14,Haputale Town View,Haputale,Uva,Viewpoint,6.768,80.963,Paved,1.0,4.5,212.511
15,Lipton's Seat,Dambatenne,Uva,Viewpoint,6.767,80.87,Hilly,2.0,4.8,199.9351
16,Dambatenne Tea Factory,Dambatenne,Uva,Museum,6.772,80.892,Paved,1.5,4.6,204.04139999999998
17,Thangamale Sanctuary,Haputale,Uva,Nature,6.774,80.9,Off-Road,2.0,4.5,205.0877
18,Diyaluma Falls,Koslanda,Uva,Hiking,6.766,81.03,Hilly,3.0,4.8,226.08720000000002
19,Upper Diyaluma Pools,Koslanda,Uva,Hiking,6.756,81.032,Hilly,2.5,4.7,226.3819
20,Pilkington Point (Poonagala),Poonagala,Uva,Viewpoint,6.749,81.014,Hilly,1.5,4.6,222.2057
21,Kukulugala Peak,Bandarawela,Uva,Hiking,6.79,80.91,Hilly,3.0,4.5,221.4183
22,Flying Ravana Mega Zipline,Ella,Uva,Adventure,6.871,81.061,Paved,1.5,4.7,235.5205
23,St. Mark's Church,Badulla,Uva,History,6.989,81.06,Paved,1.0,4.4,250.5672
24,Welekade Market (Old Dutch Market),Badulla,Uva,History,6.9895,81.059,Paved,1.0,4.4,250.3785
25,Bogoda Forest Monastery,Bogoda,Uva,Religious,7.025,81.03,Off-Road,1.5,4.5,256.5374
26,Narangala Mountain,Hali Ela,Uva,Hiking,7.038,81.06,Hilly,4.0,4.7,221.462
27,Peessa Ella Falls,Passara,Uva,Nature,7.034,81.12,Hilly,2.0,4.5,266.72459999999995
28,Gerandi Ella,Welimada,Uva,Nature,7.03,81.02,Hilly,2.0,4.4,256.145
29,Sthripura Cave,Welimada,Uva,History,7.06,80.91,Off-Road,1.5,4.4,189.3185
30,Sorabora Wewa,Mahiyanganaya,Uva,Nature,7.206,81.053,Paved,2.0,4.6,203.4305
31,Mahiyangana Raja Maha Vihara,Mahiyanganaya,Uva,Religious,7.354,80.999,Paved,1.5,4.7,187.25420000000003
32,Mapakada Lake,Mahiyanganaya,Uva,Nature,7.34,81.03,Paved,2.0,4.5,190.0693
33,Dambana Vedda Cultural Village,Dambana,Uva,Culture,7.41,81.1,Off-Road,2.5,4.6,206.4555
34,Loggal Oya Reservoir,Rikillagaskada/Uva side,Uva,Nature,7.28,80.98,Paved,2.0,4.5,192.8489
35,Randenigala Dam Viewpoint,Mahiyanganaya,Uva,Architecture,7.286,80.972,Paved,1.5,4.5,190.63729999999998
36,Halpewatte Tea Factory (Uva),Halpe,Uva,Museum,6.87,81.081,Paved,1.5,4.6,240.1855
37,Bambarakanda Falls (Uva side),Kalupahana,Uva,Nature,6.772,80.87,Hilly,2.0,4.8,201.7208
38,Ohiya Railway Station,Ohiya,Uva,History,6.81,80.953,Paved,1.0,4.5,220.5969
39,Devil’s Staircase Trail,Ohiya,Uva,Hiking,6.812,80.946,Hilly,4.0,4.7,221.5985
40,Boralanda Highland Dairy,Boralanda,Uva,Culture,6.82,80.912,Paved,1.5,4.4,225.0446
41,Welimada Town View,Welimada,Uva,Viewpoint,6.945,80.941,Paved,1.0,4.3,189.5623
42,Rawana Temple (New),Ella,Uva,Religious,6.865,81.06,Paved,1.0,4.4,235.845
43,Nil Diya Pokuna Trailhead,Ella,Uva,Adventure,6.86,81.055,Off-Road,2.5,4.5,236.79270000000002
44,Halpe Temple Viewpoint,Halpe,Uva,Viewpoint,6.874,81.074,Paved,1.0,4.4,238.3676
45,Kehelgamu Oya View (Uva edge),Haputale,Uva,Viewpoint,6.762,80.9,Paved,1.0,4.3,204.0047
46,Wellawaya Town & Gabaraya Statue,Wellawaya,Uva,History,6.55,81.105,Paved,1.0,4.2,293.9472
47,Handapanagala Lake,Wellawaya,Uva,Nature,6.62,81.05,Paved,2.0,4.5,242.0708
48,Ellawala Falls,Wellawaya,Uva,Nature,6.51,81.04,Off-Road,1.5,4.5,224.22279999999998
49,Buduruwagala Ancient Rock Carvings,Wellawaya,Uva,History,6.386,81.033,Off-Road,1.5,4.8,262.57
50,Maligawila Buddha Statue,Buttala,Uva,History,6.402,81.133,Paved,1.5,4.7,276.6229
51,Dambegoda Bodhisattva Statue,Buttala,Uva,History,6.4,81.135,Paved,1.5,4.6,276.1892
52,Yudaganawa Chaitya,Buttala,Uva,History,6.403,81.073,Paved,1.5,4.6,275.5867
53,Biso Pokuna (Queen’s Bath),Buttala,Uva,History,6.405,81.075,Paved,1.0,4.5,275.5867
54,Kataragama Sacred City,Kataragama,Uva,Religious,6.42,81.33,Paved,2.0,4.8,304.7719
55,Kirivehera Stupa,Kataragama,Uva,Religious,6.422,81.332,Paved,1.5,4.7,304.5856
56,Sella Kataragama Shrine,Sella Kataragama,Uva,Religious,6.43,81.33,Paved,1.5,4.6,304.65729999999996
57,Menik Ganga River Banks,Kataragama,Uva,Nature,6.418,81.335,Paved,1.5,4.5,302.1168
58,Lunugamvehera National Park (Uva Sector),Lunugamvehera,Uva,Safari,6.513,81.075,Off-Road,6.0,4.6,294.7281
59,Weheragala Reservoir,Tissamaharama/Uva edge,Uva,Nature,6.59,81.11,Paved,2.0,4.5,306.5596
60,Kebiliththa Devalaya (Yala Forest),Buttala/Uva,Uva,Religious,6.45,81.35,Off-Road,4.0,4.6,307.3868
61,Galge Yala Entrance (Block IV),Kataragama/Uva,Uva,Safari,6.46,81.32,Off-Road,6.0,4.6,309.66859999999997
62,Kumbukkan Oya River Bank,Siyambalanduwa/Uva,Uva,Nature,6.58,81.26,Off-Road,2.5,4.4,328.4354
63,Govinda Hela (Westminster Abbey Rock),Siyambalanduwa,Uva,Hiking,6.827,81.345,Hilly,3.0,4.6,277.059
64,Lahugala–Kitulana National Park (Uva side),Lahugala/Uva,Uva,Nature,6.843,81.426,Off-Road,3.0,4.5,289.69329999999997
65,Monaragala Town Viewpoint,Monaragala,Uva,Viewpoint,6.872,81.348,Paved,1.0,4.2,275.83009999999996
66,Yan Oya Kataragama Museum,Kataragama,Uva,Museum,6.42,81.3325,Paved,1.0,4.3,304.8124
67,Etili Wewa Reservoir,Buttala,Uva,Nature,6.47,81.11,Paved,2.0,4.4,285.4086
68,Kuda Oya Reservoir,Tanamalwila,Uva,Nature,6.42,81.03,Paved,2.0,4.4,215.1236
69,Ethili Wewa Birding Point,Buttala,Uva,Birding,6.472,81.112,Off-Road,2.0,4.4,285.4086
70,Mini World’s End (Madolsima),Madolsima,Uva,Viewpoint,7.189,81.147,Hilly,2.5,4.7,214.22670000000002
71,Ravana Lake View,Ella,Uva,Relax,6.845,81.065,Paved,1.0,4.3,241.3329
72,Halpe Tea Experience Center,Halpe,Uva,Culture,6.8725,81.08,Paved,1.5,4.5,240.2994
73,Rawana Spice Garden,Ella,Uva,Culture,6.854,81.06,Paved,1.0,4.3,237.8988
74,Demodara Tunnel View,Ella/Uduwara,Uva,Viewpoint,6.883,81.052,Hilly,1.0,4.5,234.56789999999998
75,Udawalawe–Thanamalwila Scenic Road (Uva stretch),Thanamalwila,Uva,Viewpoint,6.45,81.03,Paved,1.5,4.2,217.4339
76,Haldummulla Old Fort Ruins,Haldummulla,Uva,History,6.77,80.885,Off-Road,1.5,4.3,203.3723
77,Kirigalpotta Approach via Ohiya,Ohiya/Uva,Uva,Hiking,6.8,80.95,Hilly,5.0,4.7,220.8441
78,Welimada Strawberry Farms,Welimada,Uva,Culture,6.95,80.94,Paved,1.5,4.4,189.99929999999998
79,Demodara Tea Fields Panorama,Demodara,Uva,Viewpoint,6.88,81.058,Hilly,1.5,4.5,235.5719
80,Passara Mini World’s End,Passara,Uva,Viewpoint,7.12,81.13,Hilly,2.0,4.5,230.7421
81,Kirinda Oya Bridge (Uva side),Wellawaya/Uva,Uva,Architecture,6.61,81.055,Paved,1.0,4.2,243.653
82,Rikillagaskada–Loggaloya Scenic Bank,Mahiyanganaya/Uva,Uva,Relax,7.27,80.99,Paved,1.5,4.3,192.4604
83,Meedumpitiya Falls,Bandarawela,Uva,Nature,6.84,81.0,Hilly,1.5,4.3,224.0446
84,Rawana Zipline View Cafe,Ella,Uva,Relax,6.872,81.0605,Paved,1.0,4.4,235.3928
85,Kirchhayn Forest Patch,Haputale,Uva,Nature,6.77,80.905,Off-Road,2.0,4.3,205.89079999999998
1,Gangaramaya Temple,Colombo,Western,Religious,6.9149,79.8587,Paved,1.5,4.7,41.7377
2,Galle Face Green,Colombo,Western,Relax,6.9275,79.8447,Paved,2.0,4.6,40.6487
3,Independence Memorial Hall,Colombo,Western,History,6.9009,79.855,Paved,1.5,4.6,43.4356
4,National Museum of Colombo,Colombo,Western,Museum,6.9147,79.8578,Paved,2.0,4.7,41.63
5,Viharamahadevi Park,Colombo,Western,Park,6.9106,79.8608,Paved,2.0,4.5,41.3825
6,Colombo Lotus Tower,Colombo,Western,Architecture,6.9385,79.8551,Paved,1.5,4.6,38.353199999999994
7,Pettah Market,Colombo,Western,Shopping,6.9395,79.8539,Paved,2.0,4.4,38.3031
8,Old Dutch Hospital Shopping Precinct,Colombo,Western,Shopping,6.933,79.8426,Paved,1.5,4.5,39.9249
9,Jami Ul-Alfar (Red Mosque),Colombo,Western,Religious,6.9373,79.8539,Paved,1.0,4.6,38.634
10,Wolvendaal Church,Colombo,Western,History,6.941,79.8587,Paved,1.0,4.5,37.6413
11,BMICH (Bandaranaike Memorial International Conference Hall),Colombo,Western,Culture,6.9065,79.8697,Paved,1.5,4.4,41.5265
12,Beira Lake Promenade,Colombo,Western,Relax,6.9262,79.8488,Paved,1.5,4.4,41.5556
13,Colombo Lighthouse,Colombo,Western,History,6.9396,79.8425,Paved,1.0,4.4,39.854
14,Old Parliament Building,Colombo,Western,History,6.9327,79.8437,Paved,1.0,4.5,40.0458
15,Sambodhi Chaithya,Colombo,Western,Religious,6.9399,79.8427,Paved,1.0,4.5,39.8699
16,National Art Gallery,Colombo,Western,Museum,6.9099,79.8604,Paved,1.5,4.4,41.344800000000006
17,Independence Arcade,Colombo,Western,Shopping,6.9023,79.8618,Paved,1.5,4.4,41.6532
18,Colombo Racecourse Promenade,Colombo,Western,Relax,6.9039,79.8614,Paved,1.5,4.4,42.329
19,National Planetarium,Colombo,Western,Museum,6.8896,79.8714,Paved,1.5,4.4,42.432199999999995
20,Dehiwala Zoological Gardens,Dehiwala,Western,Nature,6.8536,79.8657,Paved,3.0,4.6,47.8679
21,Mount Lavinia Beach,Mount Lavinia,Western,Beach,6.8352,79.8611,Paved,3.0,4.6,50.0748
22,Bellanwila Rajamaha Viharaya,Bellanwila,Western,Religious,6.8398,79.8896,Paved,1.5,4.6,48.9626
23,Weras Ganga Park,Bellanwila,Western,Park,6.8299,79.887,Paved,1.5,4.4,49.917
24,Attidiya Bird Sanctuary,Attidiya,Western,Birding,6.822,79.9005,Off-Road,2.5,4.3,51.423300000000005
25,Beddagana Wetland Park,Battaramulla,Western,Nature,6.8794,79.9164,Off-Road,2.5,4.5,46.5567
26,Diyatha Uyana,Battaramulla,Western,Park,6.8977,79.9264,Paved,2.0,4.6,45.945800000000006
27,Parliament Complex,Sri Jayawardenepura Kotte,Western,Architecture,6.8943,79.9185,Paved,1.5,4.5,44.671099999999996
28,Talangama Wetlands,Talangama,Western,Birding,6.8808,79.9418,Off-Road,2.5,4.5,49.3062
29,Crow Island Beach Park,Modara,Western,Beach,6.9713,79.8696,Paved,2.0,4.3,37.9764
30,St. Lucia’s Cathedral,Kotahena,Western,Religious,6.9417,79.8603,Paved,1.0,4.5,37.4501
31,St. Anthony’s Shrine (Kochchikade),Kochchikade,Western,Religious,6.9349,79.8529,Paved,1.0,4.5,39.1944
32,Asokaramaya Temple,Kirulapone,Western,Religious,6.8788,79.8612,Paved,1.0,4.4,44.781800000000004
33,Colombo City Hall & Museum,Colombo,Western,History,6.9152,79.8619,Paved,1.5,4.3,40.276
